air={time=31/08/2023 21:56:00, station=1, temperature=26.4, moisture=98.3, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=193, pm25=1.4, pm10=5.9, co=2, nox=0, so2=0}, water={time=31/08/2023 21:56:00, station=2, ph=8.5, DO=3.8, temperature=27.7, salinity=116.2}, earth={time=31/08/2023 21:56:00, station=3, temperature=28.7, moisture=27.2, ph=10.9, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 17:18:00, station=1, temperature=26.6, moisture=92.9, light=107, total_rainfall=3176.4, rainfall=0, wind_direction=106, pm25=1.0, pm10=1.5, co=3, nox=0, so2=0}, water={time=24/08/2023 17:18:00, station=2, ph=8.4, DO=3.6, temperature=30.8, salinity=113.6}, earth={time=24/08/2023 17:18:00, station=3, temperature=27.1, moisture=28.1, ph=12.2, salinity=8.1, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 15:09:00, station=1, temperature=33.6, moisture=71.8, light=866, total_rainfall=3176.4, rainfall=0, wind_direction=95, pm25=1.6, pm10=2.8, co=6, nox=0, so2=0}, water={time=24/08/2023 15:09:00, station=2, ph=8.3, DO=3.5, temperature=31.1, salinity=115.5}, earth={time=24/08/2023 15:09:00, station=3, temperature=27.2, moisture=28.8, ph=12.4, salinity=8.2, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 14:01:00, station=1, temperature=34.3, moisture=69.7, light=1295, total_rainfall=3176.4, rainfall=0, wind_direction=100, pm25=0.8, pm10=1.0, co=6, nox=0, so2=0}, water={time=24/08/2023 14:01:00, station=2, ph=8.3, DO=3.5, temperature=30.6, salinity=115.1}, earth={time=24/08/2023 14:01:00, station=3, temperature=27.3, moisture=28.5, ph=13.0, salinity=8.5, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 12:33:00, station=1, temperature=36.7, moisture=65.1, light=3011, total_rainfall=3176.4, rainfall=0, wind_direction=80, pm25=0.9, pm10=1.4, co=6, nox=0, so2=0}, water={time=24/08/2023 12:33:00, station=2, ph=8.3, DO=3.6, temperature=30.1, salinity=115.1}, earth={time=24/08/2023 12:33:00, station=3, temperature=27.3, moisture=28.5, ph=13.0, salinity=8.5, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 10:06:00, station=1, temperature=34.8, moisture=70.7, light=958, total_rainfall=3176.4, rainfall=0, wind_direction=103, pm25=0.5, pm10=0.7, co=4, nox=0, so2=0}, water={time=24/08/2023 10:06:00, station=2, ph=8.3, DO=3.8, temperature=28.8, salinity=113.3}, earth={time=24/08/2023 10:06:00, station=3, temperature=27.5, moisture=28.1, ph=12.5, salinity=8.3, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=24/08/2023 07:33:00, station=1, temperature=30.0, moisture=91.6, light=546, total_rainfall=3176.4, rainfall=0, wind_direction=117, pm25=1.4, pm10=4.3, co=2, nox=0, so2=0}, water={time=24/08/2023 07:33:00, station=2, ph=8.3, DO=3.9, temperature=27.5, salinity=114.1}, earth={time=24/08/2023 07:33:00, station=3, temperature=27.4, moisture=27.0, ph=12.2, salinity=8.1, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=24/08/2023 03:22:00, station=1, temperature=25.7, moisture=99.7, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=104, pm25=0.9, pm10=1.3, co=1, nox=0, so2=0}, water={time=24/08/2023 03:22:00, station=2, ph=8.4, DO=3.9, temperature=28.0, salinity=114.6}, earth={time=24/08/2023 03:22:00, station=3, temperature=27.4, moisture=27.0, ph=12.6, salinity=8.3, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 20:26:00, station=1, temperature=27.2, moisture=93.5, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=122, pm25=1.5, pm10=7.5, co=2, nox=0, so2=0}, water={time=23/08/2023 20:26:00, station=2, ph=8.4, DO=3.7, temperature=30.2, salinity=115.1}, earth={time=23/08/2023 20:26:00, station=3, temperature=27.6, moisture=27.8, ph=11.9, salinity=8.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 19:52:00, station=1, temperature=27.6, moisture=92.9, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=183, pm25=0.7, pm10=0.7, co=3, nox=0, so2=0}, water={time=23/08/2023 19:52:00, station=2, ph=8.4, DO=3.7, temperature=30.4, salinity=114.3}, earth={time=23/08/2023 19:52:00, station=3, temperature=27.6, moisture=27.8, ph=12.0, salinity=8.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 15:16:00, station=1, temperature=32.3, moisture=76.2, light=1401, total_rainfall=3176.4, rainfall=0, wind_direction=143, pm25=1.0, pm10=1.6, co=5, nox=0, so2=0}, water={time=23/08/2023 15:16:00, station=2, ph=8.3, DO=3.5, temperature=30.9, salinity=114.9}, earth={time=23/08/2023 15:16:00, station=3, temperature=27.8, moisture=28.6, ph=11.8, salinity=7.9, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=23/08/2023 06:29:00, station=1, temperature=26.6, moisture=99.6, light=155, total_rainfall=3176.4, rainfall=0, wind_direction=185, pm25=1.6, pm10=2.6, co=2, nox=0, so2=0}, water={time=23/08/2023 06:29:00, station=2, ph=8.4, DO=3.9, temperature=27.6, salinity=113.8}, earth={time=23/08/2023 06:29:00, station=3, temperature=28.1, moisture=27.0, ph=11.3, salinity=7.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 03:28:00, station=1, temperature=25.8, moisture=98.9, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=104, pm25=1.0, pm10=2.2, co=2, nox=0, so2=0}, water={time=23/08/2023 03:28:00, station=2, ph=8.4, DO=3.9, temperature=28.0, salinity=114.3}, earth={time=23/08/2023 03:28:00, station=3, temperature=28.1, moisture=27.1, ph=11.2, salinity=7.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 22:58:00, station=1, temperature=26.6, moisture=97.3, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=95, pm25=0.8, pm10=6.3, co=2, nox=0, so2=0}, water={time=22/08/2023 22:58:00, station=2, ph=8.4, DO=3.8, temperature=28.7, salinity=115.2}, earth={time=22/08/2023 22:58:00, station=3, temperature=28.4, moisture=27.4, ph=10.9, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 20:59:00, station=1, temperature=27.3, moisture=95.2, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=88, pm25=1.6, pm10=4.0, co=2, nox=0, so2=0}, water={time=22/08/2023 20:59:00, station=2, ph=8.4, DO=3.8, temperature=29.1, salinity=114.8}, earth={time=22/08/2023 20:59:00, station=3, temperature=28.6, moisture=27.6, ph=11.5, salinity=7.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 19:49:00, station=1, temperature=27.6, moisture=94.2, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=117, pm25=0.8, pm10=1.3, co=2, nox=0, so2=0}, water={time=22/08/2023 19:49:00, station=2, ph=8.4, DO=3.8, temperature=29.3, salinity=114.8}, earth={time=22/08/2023 19:49:00, station=3, temperature=28.7, moisture=27.7, ph=11.3, salinity=7.7, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 18:20:00, station=1, temperature=28.1, moisture=93.2, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=122, pm25=1.3, pm10=4.1, co=3, nox=0, so2=0}, water={time=22/08/2023 18:20:00, station=2, ph=8.4, DO=3.7, temperature=29.6, salinity=114.3}, earth={time=22/08/2023 18:20:00, station=3, temperature=26.6, moisture=28.4, ph=10.3, salinity=7.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 16:45:00, station=1, temperature=29.4, moisture=88.9, light=280, total_rainfall=3176.4, rainfall=0, wind_direction=102, pm25=0.8, pm10=1.0, co=3, nox=0, so2=0}, water={time=22/08/2023 16:45:00, station=2, ph=8.3, DO=3.6, temperature=30.0, salinity=114.4}, earth={time=22/08/2023 16:45:00, station=3, temperature=29.3, moisture=28.0, ph=10.7, salinity=7.3, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 13:43:00, station=1, temperature=27.9, moisture=95.7, light=447, total_rainfall=3176.4, rainfall=0, wind_direction=147, pm25=1.3, pm10=2.6, co=6, nox=0, so2=0}, water={time=22/08/2023 13:43:00, station=2, ph=8.4, DO=3.6, temperature=30.2, salinity=114.7}, earth={time=22/08/2023 13:43:00, station=3, temperature=28.2, moisture=28.7, ph=11.6, salinity=7.8, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=22/08/2023 13:23:00, station=1, temperature=35.9, moisture=65.5, light=264, total_rainfall=3176.4, rainfall=0, wind_direction=97, pm25=0.5, pm10=0.7, co=6, nox=0, so2=0}, water={time=22/08/2023 13:23:00, station=2, ph=8.4, DO=3.6, temperature=30.2, salinity=114.4}, earth={time=22/08/2023 13:23:00, station=3, temperature=28.6, moisture=28.6, ph=11.6, salinity=7.8, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=22/08/2023 09:46:00, station=1, temperature=36.6, moisture=65.8, light=899, total_rainfall=3176.4, rainfall=0, wind_direction=102, pm25=1.4, pm10=4.8, co=4, nox=0, so2=0}, water={time=22/08/2023 09:46:00, station=2, ph=8.3, DO=3.7, temperature=28.2, salinity=113.1}, earth={time=22/08/2023 09:46:00, station=3, temperature=28.9, moisture=27.8, ph=10.8, salinity=7.4, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 08:50:00, station=1, temperature=34.2, moisture=74.9, light=743, total_rainfall=3176.4, rainfall=0, wind_direction=107, pm25=1.6, pm10=2.5, co=3, nox=0, so2=0}, water={time=22/08/2023 08:50:00, station=2, ph=8.3, DO=3.9, temperature=27.7, salinity=115.1}, earth={time=22/08/2023 08:50:00, station=3, temperature=28.9, moisture=27.4, ph=11.2, salinity=7.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 08:06:00, station=1, temperature=34.5, moisture=75.4, light=497, total_rainfall=3176.4, rainfall=0, wind_direction=68, pm25=1.6, pm10=2.6, co=2, nox=0, so2=0}, water={time=22/08/2023 08:06:00, station=2, ph=8.3, DO=3.9, temperature=27.2, salinity=115.0}, earth={time=22/08/2023 08:06:00, station=3, temperature=28.9, moisture=27.1, ph=11.0, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=22/08/2023 07:56:00, station=1, temperature=33.5, moisture=79.7, light=687, total_rainfall=3176.4, rainfall=0, wind_direction=164, pm25=1.8, pm10=4.1, co=2, nox=0, so2=0}, water={time=22/08/2023 07:56:00, station=2, ph=8.3, DO=3.9, temperature=27.2, salinity=114.9}, earth={time=22/08/2023 07:56:00, station=3, temperature=28.9, moisture=27.0, ph=11.0, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=22/08/2023 00:47:00, station=1, temperature=26.0, moisture=99.5, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=218, pm25=3.4, pm10=9.3, co=2, nox=0, so2=0}, water={time=22/08/2023 00:47:00, station=2, ph=8.4, DO=3.9, temperature=27.5, salinity=113.3}, earth={time=22/08/2023 00:47:00, station=3, temperature=28.4, moisture=27.1, ph=10.2, salinity=7.1, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 17:09:00, station=1, temperature=27.5, moisture=94.5, light=279, total_rainfall=3176.4, rainfall=0, wind_direction=228, pm25=1.5, pm10=11.9, co=2, nox=0, so2=0}, water={time=21/08/2023 17:09:00, station=2, ph=8.4, DO=3.7, temperature=28.8, salinity=115.0}, earth={time=21/08/2023 17:09:00, station=3, temperature=35.4, moisture=27.6, ph=9.3, salinity=6.7, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 13:43:00, station=1, temperature=32.9, moisture=77.1, light=1236, total_rainfall=3176.4, rainfall=0, wind_direction=98, pm25=1.3, pm10=3.3, co=6, nox=0, so2=0}, water={time=21/08/2023 13:43:00, station=2, ph=8.3, DO=3.6, temperature=29.5, salinity=113.9}, earth={time=21/08/2023 13:43:00, station=3, temperature=26.6, moisture=28.6, ph=12.0, salinity=8.0, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=21/08/2023 09:34:00, station=1, temperature=33.2, moisture=76.2, light=988, total_rainfall=3176.4, rainfall=0, wind_direction=296, pm25=0.7, pm10=1.0, co=3, nox=0, so2=0}, water={time=21/08/2023 09:34:00, station=2, ph=8.3, DO=3.9, temperature=27.4, salinity=114.7}, earth={time=21/08/2023 09:34:00, station=3, temperature=24.5, moisture=27.9, ph=12.3, salinity=8.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 09:15:00, station=1, temperature=35.1, moisture=71.3, light=898, total_rainfall=3176.4, rainfall=0, wind_direction=244, pm25=2.5, pm10=10.5, co=3, nox=0, so2=0}, water={time=21/08/2023 09:15:00, station=2, ph=8.3, DO=3.9, temperature=27.2, salinity=114.8}, earth={time=21/08/2023 09:15:00, station=3, temperature=26.7, moisture=27.3, ph=12.3, salinity=8.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 08:27:00, station=1, temperature=31.4, moisture=84.0, light=817, total_rainfall=3176.4, rainfall=0, wind_direction=240, pm25=1.0, pm10=1.7, co=2, nox=0, so2=0}, water={time=21/08/2023 08:27:00, station=2, ph=8.3, DO=3.9, temperature=26.8, salinity=114.2}, earth={time=21/08/2023 08:27:00, station=3, temperature=26.7, moisture=27.0, ph=12.0, salinity=8.0, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=21/08/2023 08:25:00, station=1, temperature=30.4, moisture=86.0, light=586, total_rainfall=3176.4, rainfall=0, wind_direction=179, pm25=1.8, pm10=4.3, co=2, nox=0, so2=0}, water={time=21/08/2023 08:25:00, station=2, ph=8.3, DO=3.9, temperature=26.7, salinity=114.6}, earth={time=21/08/2023 08:25:00, station=3, temperature=26.7, moisture=27.0, ph=12.1, salinity=8.0, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=20/08/2023 16:33:00, station=1, temperature=29.7, moisture=86.1, light=607, total_rainfall=3176.4, rainfall=0, wind_direction=165, pm25=1.2, pm10=2.2, co=3, nox=0, so2=0}, water={time=20/08/2023 16:33:00, station=2, ph=8.4, DO=3.5, temperature=29.6, salinity=114.1}, earth={time=20/08/2023 16:33:00, station=3, temperature=27.1, moisture=28.1, ph=11.6, salinity=7.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 11:23:00, station=1, temperature=34.1, moisture=69.6, light=1657, total_rainfall=3176.4, rainfall=0, wind_direction=128, pm25=0.2, pm10=0.2, co=4, nox=0, so2=0}, water={time=20/08/2023 11:23:00, station=2, ph=8.4, DO=3.8, temperature=27.6, salinity=114.7}, earth={time=20/08/2023 11:23:00, station=3, temperature=27.5, moisture=27.5, ph=11.1, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 08:07:00, station=1, temperature=33.9, moisture=76.3, light=522, total_rainfall=3176.4, rainfall=0, wind_direction=210, pm25=1.0, pm10=3.4, co=2, nox=0, so2=0}, water={time=20/08/2023 08:07:00, station=2, ph=8.3, DO=3.9, temperature=25.9, salinity=113.1}, earth={time=20/08/2023 08:07:00, station=3, temperature=25.5, moisture=27.3, ph=10.6, salinity=7.3, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=20/08/2023 05:05:00, station=1, temperature=24.9, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=147, pm25=0.5, pm10=1.7, co=1, nox=0, so2=0}, water={time=20/08/2023 05:05:00, station=2, ph=8.4, DO=3.9, temperature=25.7, salinity=114.1}, earth={time=20/08/2023 05:05:00, station=3, temperature=28.2, moisture=26.3, ph=10.0, salinity=7.0, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=20/08/2023 03:56:00, station=1, temperature=24.6, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=101, pm25=0.4, pm10=0.5, co=1, nox=0, so2=0}, water={time=20/08/2023 03:56:00, station=2, ph=8.4, DO=3.9, temperature=25.8, salinity=113.9}, earth={time=20/08/2023 03:56:00, station=3, temperature=28.6, moisture=26.4, ph=10.3, salinity=7.2, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=19/08/2023 19:21:00, station=1, temperature=25.2, moisture=98.1, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=102, pm25=0.9, pm10=2.0, co=1, nox=0, so2=0}, water={time=19/08/2023 19:21:00, station=2, ph=8.4, DO=3.9, temperature=27.2, salinity=112.9}, earth={time=19/08/2023 19:21:00, station=3, temperature=27.5, moisture=26.6, ph=11.0, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 17:28:00, station=1, temperature=25.0, moisture=97.0, light=33, total_rainfall=3176.4, rainfall=0, wind_direction=90, pm25=0.7, pm10=0.9, co=1, nox=0, so2=0}, water={time=19/08/2023 17:28:00, station=2, ph=8.4, DO=4.0, temperature=27.7, salinity=113.7}, earth={time=19/08/2023 17:28:00, station=3, temperature=27.9, moisture=26.7, ph=10.9, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 17:18:00, station=1, temperature=25.2, moisture=97.6, light=29, total_rainfall=3176.4, rainfall=0, wind_direction=87, pm25=0.7, pm10=1.9, co=1, nox=0, so2=0}, water={time=19/08/2023 17:18:00, station=2, ph=8.4, DO=3.9, temperature=27.8, salinity=114.1}, earth={time=19/08/2023 17:18:00, station=3, temperature=28.0, moisture=26.7, ph=10.8, salinity=7.4, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 06:44:00, station=1, temperature=27.0, moisture=99.2, light=135, total_rainfall=3176.4, rainfall=0, wind_direction=115, pm25=1.0, pm10=4.3, co=2, nox=0, so2=0}, water={time=19/08/2023 06:44:00, station=2, ph=8.4, DO=3.8, temperature=27.7, salinity=113.7}, earth={time=19/08/2023 06:44:00, station=3, temperature=17.0, moisture=27.8, ph=16.3, salinity=10.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 02:39:00, station=1, temperature=26.5, moisture=99.3, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=81, pm25=0.9, pm10=4.6, co=2, nox=0, so2=0}, water={time=19/08/2023 02:39:00, station=2, ph=8.4, DO=3.8, temperature=28.1, salinity=113.9}, earth={time=19/08/2023 02:39:00, station=3, temperature=17.0, moisture=27.9, ph=15.8, salinity=9.9, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 23:51:00, station=1, temperature=26.6, moisture=98.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=89, pm25=1.4, pm10=4.6, co=2, nox=0, so2=0}, water={time=18/08/2023 23:51:00, station=2, ph=8.4, DO=3.7, temperature=28.5, salinity=115.2}, earth={time=18/08/2023 23:51:00, station=3, temperature=17.0, moisture=27.9, ph=15.8, salinity=9.9, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 23:19:00, station=1, temperature=26.6, moisture=97.8, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=104, pm25=1.7, pm10=12.8, co=2, nox=0, so2=0}, water={time=18/08/2023 23:19:00, station=2, ph=8.4, DO=3.7, temperature=28.5, salinity=115.1}, earth={time=18/08/2023 23:19:00, station=3, temperature=17.0, moisture=27.9, ph=15.4, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 23:15:00, station=1, temperature=26.5, moisture=97.8, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=102, pm25=1.8, pm10=17.4, co=2, nox=0, so2=0}, water={time=18/08/2023 23:15:00, station=2, ph=8.4, DO=3.7, temperature=28.5, salinity=115.0}, earth={time=18/08/2023 23:15:00, station=3, temperature=17.0, moisture=27.9, ph=15.7, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 20:57:00, station=1, temperature=26.4, moisture=97.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=89, pm25=0.9, pm10=1.7, co=2, nox=0, so2=0}, water={time=18/08/2023 20:57:00, station=2, ph=8.4, DO=3.7, temperature=29.0, salinity=114.9}, earth={time=18/08/2023 20:57:00, station=3, temperature=17.0, moisture=28.1, ph=15.4, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 18:19:00, station=1, temperature=28.2, moisture=89.9, light=1, total_rainfall=3176.4, rainfall=0, wind_direction=101, pm25=1.6, pm10=3.3, co=3, nox=0, so2=0}, water={time=18/08/2023 18:19:00, station=2, ph=8.4, DO=3.7, temperature=29.6, salinity=114.4}, earth={time=18/08/2023 18:19:00, station=3, temperature=17.1, moisture=28.3, ph=15.9, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 15:53:00, station=1, temperature=27.8, moisture=90.8, light=314, total_rainfall=3176.4, rainfall=0, wind_direction=164, pm25=1.1, pm10=1.8, co=2, nox=0, so2=0}, water={time=18/08/2023 15:53:00, station=2, ph=8.4, DO=3.6, temperature=30.1, salinity=115.3}, earth={time=18/08/2023 15:53:00, station=3, temperature=17.1, moisture=28.2, ph=16.0, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=18/08/2023 11:47:00, station=1, temperature=35.0, moisture=65.2, light=990, total_rainfall=3176.4, rainfall=0, wind_direction=106, pm25=1.5, pm10=6.5, co=6, nox=0, so2=0}, water={time=18/08/2023 11:47:00, station=2, ph=8.3, DO=3.6, temperature=30.0, salinity=113.9}, earth={time=18/08/2023 11:47:00, station=3, temperature=17.3, moisture=28.8, ph=15.5, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=18/08/2023 06:59:00, station=1, temperature=27.6, moisture=95.8, light=194, total_rainfall=3176.4, rainfall=0, wind_direction=108, pm25=2.2, pm10=6.5, co=2, nox=0, so2=0}, water={time=18/08/2023 06:59:00, station=2, ph=8.4, DO=3.8, temperature=27.9, salinity=114.1}, earth={time=18/08/2023 06:59:00, station=3, temperature=17.3, moisture=27.9, ph=16.0, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 06:23:00, station=1, temperature=26.5, moisture=98.2, light=105, total_rainfall=3176.4, rainfall=0, wind_direction=108, pm25=2.0, pm10=9.5, co=2, nox=0, so2=0}, water={time=18/08/2023 06:23:00, station=2, ph=8.4, DO=3.8, temperature=28.0, salinity=114.1}, earth={time=18/08/2023 06:23:00, station=3, temperature=17.3, moisture=27.9, ph=16.0, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 05:48:00, station=1, temperature=25.9, moisture=98.4, light=9, total_rainfall=3176.4, rainfall=0, wind_direction=108, pm25=2.8, pm10=6.3, co=2, nox=0, so2=0}, water={time=18/08/2023 05:48:00, station=2, ph=8.4, DO=3.9, temperature=25.7, salinity=114.2}, earth={time=18/08/2023 05:48:00, station=3, temperature=17.3, moisture=27.9, ph=15.8, salinity=9.9, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 04:56:00, station=1, temperature=26.1, moisture=97.9, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=104, pm25=1.9, pm10=9.0, co=2, nox=0, so2=0}, water={time=18/08/2023 04:56:00, station=2, ph=8.4, DO=3.8, temperature=28.2, salinity=114.6}, earth={time=18/08/2023 04:56:00, station=3, temperature=17.3, moisture=27.9, ph=15.9, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 00:31:00, station=1, temperature=26.6, moisture=96.7, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=113, pm25=3.4, pm10=24.4, co=2, nox=0, so2=0}, water={time=18/08/2023 00:31:00, station=2, ph=8.4, DO=3.8, temperature=29.0, salinity=114.7}, earth={time=18/08/2023 00:31:00, station=3, temperature=15.9, moisture=28.8, ph=14.3, salinity=9.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=17/08/2023 20:32:00, station=1, temperature=27.8, moisture=90.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=107, pm25=1.5, pm10=2.3, co=3, nox=0, so2=0}, water={time=17/08/2023 20:32:00, station=2, ph=8.4, DO=3.6, temperature=29.9, salinity=115.1}, earth={time=17/08/2023 20:32:00, station=3, temperature=17.4, moisture=28.5, ph=15.7, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=17/08/2023 19:53:00, station=1, temperature=28.1, moisture=89.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=85, pm25=1.1, pm10=2.4, co=3, nox=0, so2=0}, water={time=17/08/2023 19:53:00, station=2, ph=8.4, DO=3.7, temperature=30.1, salinity=115.6}, earth={time=17/08/2023 19:53:00, station=3, temperature=17.4, moisture=28.5, ph=15.6, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=17/08/2023 19:04:00, station=1, temperature=28.5, moisture=88.3, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=98, pm25=2.1, pm10=7.9, co=3, nox=0, so2=0}, water={time=17/08/2023 19:04:00, station=2, ph=8.4, DO=3.7, temperature=30.3, salinity=114.1}, earth={time=17/08/2023 19:04:00, station=3, temperature=17.4, moisture=28.6, ph=15.8, salinity=9.9, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=17/08/2023 18:57:00, station=1, temperature=28.5, moisture=88.1, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=99, pm25=1.8, pm10=3.7, co=3, nox=0, so2=0}, water={time=17/08/2023 18:57:00, station=2, ph=8.4, DO=3.7, temperature=30.3, salinity=114.1}, earth={time=17/08/2023 18:57:00, station=3, temperature=17.4, moisture=28.6, ph=15.4, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=17/08/2023 16:56:00, station=1, temperature=29.9, moisture=85.9, light=41, total_rainfall=3176.4, rainfall=0, wind_direction=110, pm25=1.5, pm10=4.1, co=4, nox=0, so2=0}, water={time=17/08/2023 16:56:00, station=2, ph=8.4, DO=3.6, temperature=30.8, salinity=114.4}, earth={time=17/08/2023 16:56:00, station=3, temperature=17.5, moisture=28.9, ph=15.5, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=15.9}
air={time=17/08/2023 16:50:00, station=1, temperature=30.0, moisture=85.7, light=133, total_rainfall=3176.4, rainfall=0, wind_direction=108, pm25=1.9, pm10=2.6, co=4, nox=0, so2=0}, water={time=17/08/2023 16:50:00, station=2, ph=8.4, DO=3.6, temperature=30.9, salinity=114.4}, earth={time=17/08/2023 16:50:00, station=3, temperature=16.0, moisture=29.3, ph=15.0, salinity=9.5, water_root=0, water_leaf=0, water_level=1, voltage=15.9}
air={time=17/08/2023 16:33:00, station=1, temperature=30.3, moisture=82.7, light=260, total_rainfall=3176.4, rainfall=0, wind_direction=121, pm25=1.5, pm10=5.1, co=4, nox=0, so2=0}, water={time=17/08/2023 16:33:00, station=2, ph=8.4, DO=3.6, temperature=30.9, salinity=114.3}, earth={time=17/08/2023 16:33:00, station=3, temperature=17.5, moisture=29.0, ph=15.3, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
